,0,1,2
1082,55052,8750,9105
1083,58381,6105,8863
1084,83487,14914,14421
1085,107780,25827,22298
1086,31021,12646,18287
1087,20580,996,15040
1088,6441,2329,2301
1089,3615,628,1502
1090,4181,2681,6973
1091,17089,11397,11703
1092,33275,9434,8773
1093,35144,23137,9919
1094,39928,27402,17436
1095,6661,3034,3873
1096,7731,6538,7197
1097,10781,14209,21314
1098,13185,13541,4979
1099,14348,14076,18750
1100,61271,3565,8352
1101,47846,5540,11429
1102,8654,4658,5663
1103,1148,752,1249
1104,24923,8590,14636
1105,20562,6907,23047
1106,3931,4432,1881
1107,1986,4737,2060
1108,8242,139,5842
1109,2242,2461,890
1110,539,1582,1850
1111,279,1723,1533
1112,370,1192,940
1113,540,4549,2733
1114,659,492,1844
1115,0,8,122
1116,5627,2117,9334
1117,22266,1689,6287
1118,23967,6049,7269
1119,31639,2132,7604
1120,12213,3543,1884
1121,5676,2217,1297
1122,7889,2414,639
1123,7819,3284,2571
1124,3490,3636,1213
1125,21650,1067,4668
1126,5582,6958,7940
1127,36465,16921,22914
1128,5190,4922,3538
1129,6200,9031,11759
1130,57337,7887,31557
1131,275,1367,1736
1132,741,1253,6240
1133,9388,13207,3497
1134,1060,2062,1292
1135,1250,3689,7013
1136,24390,15182,13596
1137,766,550,3538
1138,4971,2204,1756
1139,4744,2589,4450
1140,11318,4788,12386
1141,8712,4658,3041
1142,57282,9784,7417
1143,69475,7730,9442
1144,30175,5844,7226
1145,13112,9942,6043
1146,2767,1912,1764
1147,7745,1192,2641
1148,28183,6827,10217
1149,9374,4909,1942
1150,5093,3549,4985
1151,36712,2263,15322
1152,61769,7192,6550
1153,82831,19432,31028
1154,12290,10312,3641
1155,12143,11740,6159
1156,56969,25020,19299
1157,12262,11815,7093
1158,3709,3426,4510
1159,20817,2253,11010
1160,17946,4683,2027
1161,1698,2553,2359
1162,1383,5734,6240
1163,2170,6671,8433
1164,10087,5578,5479
1165,435,1080,342
1166,3642,2892,3444
1167,9998,17107,8510
1168,2210,2715,2110
1169,1033,813,2442
1170,34459,4049,6487
1171,10589,5246,3757
1172,152179,6782,28032
1173,93751,17096,19638
1174,24498,987,2241
1175,15409,9852,7237
1176,9064,3953,1753
1177,9376,1377,3119
1178,15556,8336,7025
1179,19276,7868,5180
1180,8544,7232,3784
1181,9373,9483,3544
1182,2197,304,1488
1183,65422,4564,7658
1184,163738,17158,26253
1185,966,2073,1958
1186,19888,1702,6513
1187,236,48,1250
1188,8836,8828,5974
1189,19301,16960,24790
1190,5789,3512,9691
1191,7938,7655,10771
1192,4476,6960,6779
1193,1177,7207,5121
1194,14094,3279,4148
1195,37995,7816,24827
1196,40463,2489,24847
1197,50138,11037,41014
1198,439,1640,1526
1199,2866,3028,4631
1200,8843,5207,3488
1201,23104,19287,18622
1202,22169,1652,2481
1203,2400,3331,18355
1204,25272,5764,7082
1205,30180,11685,19621
1206,4589,2587,5360
1207,6159,8372,3169
1208,3508,11383,8062
1209,22341,5504,6357
1210,17108,10818,14491
1211,14524,16422,14316
1212,36791,3805,4530
1213,19154,6332,4899
1214,18367,7322,5997
1215,18125,5056,2284
1216,2026,5004,2160
1217,12290,14914,12109
1218,2276,1902,3229
1219,4785,7191,12191
1220,17269,5352,3227
1221,31053,5573,10218
1222,15380,1334,2598
1223,12498,5347,7864
1224,8769,2655,3539
1225,6235,2941,3839
1226,31041,2090,15094
1227,12830,19097,15940
1228,32633,1145,1797
1229,2022,2791,3290
1230,9272,9204,16838
1231,15157,1518,5894
1232,23594,6580,7411
1233,3014,3017,8125
1234,2541,4353,10852
1235,6037,9632,12320
1236,3250,3402,4766
1237,38630,12379,24570
1238,1604,5012,7813
1239,42132,18698,18107
1240,877,4684,4691
1241,2934,5536,8125
1242,11670,8175,8439
1243,3652,3128,1044
1244,9349,5157,12968
1245,7373,2663,8003
1246,16157,6523,18101
1247,5139,656,467
1248,3485,2799,2155
1249,39076,19103,14180
1250,6014,4632,5280
1251,11217,1554,3902
1252,5199,2621,7389
1253,2319,1764,2308
