,afemur,atibia,bfemur,btibia
4070,7679,8266,9040,8041
4071,3284,0,1468,0
4072,7846,664,3878,0
4073,10111,1915,8210,2132
4074,12355,4753,10624,3356
4075,14345,6756,12259,5738
4076,17031,8265,14015,7579
4077,20830,9898,16435,9354
4078,21175,11137,17810,10538
4079,21236,12128,20431,11488
4080,18849,13179,20570,12845
4081,18061,13375,18016,13648
4082,17658,12921,17453,13480
4083,17761,12901,17326,13282
4084,18294,13045,17585,13481
4085,20094,12853,18213,13945
4086,22641,12669,19674,13211
4087,23776,12404,21970,12865
4088,24052,12175,23347,12361
4089,24175,11013,24762,12040
4090,18800,10146,25805,10336
4091,14634,7724,20051,8538
4092,11652,7037,15703,7250
4093,6711,5620,12704,6661
4094,3804,0,0,0
4095,8602,1702,0,0
4096,11207,2938,9191,2595
4097,13441,4123,11597,3707
4098,14781,6035,13704,4593
4099,16637,7735,15443,6958
4100,18529,10035,17468,8542
4101,20780,12339,19756,10177
4102,19460,13659,21327,10895
4103,17447,15320,19532,11987
4104,17094,16746,19502,12797
4105,16997,17037,18068,12951
4106,16642,16884,18649,12920
4107,17389,16258,19957,13348
4108,18009,17624,21386,13545
4109,20555,16862,21985,13447
4110,23192,17094,23963,13097
4111,24646,16641,25839,12325
4112,25234,15269,26340,11697
4113,26187,12847,24290,11448
4114,20311,13108,18812,11420
4115,14777,8805,14956,8677
4116,11661,7827,11817,7896
4117,13054,4874,11565,1976
4118,14952,6130,13249,4947
4119,16720,7065,14349,6746
4120,18565,8899,17591,8415
4121,21488,10820,20204,10519
4122,23424,11200,23582,11785
4123,26218,12933,28133,12367
4124,28282,13818,28775,13465
4125,25865,14119,26733,14681
4126,23848,14950,24159,16118
4127,22827,15177,23206,16145
4128,22439,15136,22087,16648
4129,21857,15310,21959,16041
4130,21912,15371,22672,16306
4131,24118,15050,23716,15994
4132,26943,14929,25436,15337
4133,29268,14808,27671,14939
4134,30449,14655,29837,14511
4135,31685,14442,31060,14113
4136,30343,14812,31193,13635
4137,27456,14008,28009,13313
4138,24639,13246,26126,12775
4139,21382,12770,22476,11631
4140,5943,0,4162,0
4141,8665,1477,7783,686
4142,10760,3144,9692,2588
4143,12210,4207,11558,4259
4144,13642,5322,12739,5503
4145,14863,6712,14220,6880
4146,16089,7627,15270,7671
4147,17898,8637,15798,8181
4148,16255,9599,16007,9086
4149,16105,10165,15752,9948
4150,16214,10592,15662,10621
4151,16838,10383,16717,10933
4152,17474,9933,17030,9999
4153,18920,10027,18606,9760
4154,22093,9923,20319,9845
4155,24051,9424,23136,9300
4156,24978,8961,23266,8705
4157,25072,8439,25833,7774
4158,21201,7800,23810,7394
4159,15514,7389,20813,7078
4160,12093,6320,15019,6597
4161,7822,5515,11178,5647
4162,3403,4249,6051,4605
4163,10392,2251,9807,0
4164,11844,4075,11333,2533
4165,13049,5362,12551,4634
4166,14060,6599,13633,5301
4167,15170,8131,14952,6825
4168,15905,9332,16424,8220
4169,16128,11511,17042,9972
4170,15373,13276,17023,11070
4171,14376,14219,16080,12419
4172,15485,15385,17945,13341
4173,15857,16637,17530,14131
4174,16483,17437,17381,14280
4175,16902,17243,18219,14242
4176,17126,18192,19097,14966
4177,19239,18515,20351,15432
4178,21253,18616,23332,15241
4179,22910,17525,24849,14566
4180,24011,17065,25598,13919
4181,24326,15134,25010,13053
4182,23279,12801,21448,12453
4183,19514,11155,18788,11564
4184,16844,9990,16190,10170
4185,11897,9071,11885,8947
4186,15197,7205,15870,6720
4187,16721,8366,17734,9089
4188,18809,10017,19300,11458
4189,20687,12425,21474,13357
4190,21910,13955,22683,14959
4191,22939,15038,23995,16435
4192,26020,16108,24531,17467
4193,24840,17192,24678,18902
4194,22519,17881,22027,19553
4195,21428,17640,21225,19399
4196,20766,17611,20176,19800
4197,20687,17719,19939,19121
4198,21703,17798,20420,18702
4199,23429,17446,21922,18539
4200,25550,17274,24645,17865
4201,28687,16501,27479,17684
4202,30964,15955,30354,16913
4203,32075,15160,32184,16128
4204,32286,14857,33776,15864
4205,29753,14303,34412,15893
4206,25370,13735,33754,13631
4207,22773,11750,29515,11875
4208,19800,10111,23423,10111
4209,16747,8219,18481,5121
4210,19138,8608,20710,7831
4211,21394,9889,23407,9072
4212,23376,12303,26325,10290
4213,25549,13600,29641,11561
4214,28169,14539,30911,12543
4215,28969,15594,30640,13467
4216,26230,16764,28495,14274
4217,23955,18351,26306,15934
4218,22563,19473,24812,17699
4219,21713,19667,24341,17712
4220,21232,19006,23517,17836
4221,20770,18567,22935,17894
4222,20503,18803,23880,17515
4223,22669,19208,25441,17819
4224,25434,18909,29115,17781
4225,28795,18864,31364,17933
4226,30367,18454,32546,17933
4227,31608,17962,33433,18012
4228,32196,16867,33029,18543
4229,31845,16179,31239,16409
4230,29778,15078,27648,16173
4231,25177,12652,24562,16053
4232,14216,3442,11845,3929
4233,15992,5242,13580,5616
4234,17615,6838,15274,6923
4235,18839,8210,16708,8443
4236,19626,9492,18212,9863
4237,21274,11358,19444,12097
4238,20743,13359,20454,13841
4239,18786,15102,19705,15992
4240,17828,16479,17693,17323
4241,17329,17644,17070,18036
4242,17232,19244,16508,19044
4243,16840,19613,16132,19109
4244,17363,18526,15918,19126
4245,18103,18483,16287,18407
4246,21368,18858,17662,19637
4247,23716,20788,21074,19938
4248,24676,20750,23036,20664
4249,25091,20877,24676,19693
4250,24837,20386,25666,19690
4251,21993,18676,24954,17039
4252,20781,17734,23094,13835
4253,19286,13735,20254,12016
4254,17195,11468,18242,10601
4255,0,0,0,0
4256,0,312,5821,0
4257,7033,2756,8541,1981
4258,9621,3305,11379,2891
4259,11180,4768,12495,3879
4260,12774,6297,13886,5943
4261,13377,7840,14466,6648
4262,13835,9179,15023,9121
4263,13753,10222,15059,10813
4264,12697,11255,15685,12142
4265,13244,12300,15961,13238
4266,15782,12451,16454,13588
4267,16628,11753,16935,12270
4268,17560,11748,17668,13261
4269,18501,12272,18631,13859
4270,19963,12439,20863,13960
4271,21879,11768,22264,13559
4272,23559,11206,23259,13214
4273,24776,10368,23632,12500
4274,24987,9428,22823,11310
4275,24236,8099,16126,9211
4276,16568,7222,13030,7857
4277,12745,6129,9330,6756
4278,14107,6939,15833,7310
4279,15186,8893,17321,9181
4280,16653,11530,18973,11804
4281,18186,13580,20502,13901
4282,19626,15786,21478,15705
4283,20701,17016,23223,17246
4284,20436,18135,21680,18552
4285,19802,19096,19938,19965
4286,19559,19402,19398,20468
4287,19452,19947,19071,20882
4288,18989,19842,18813,20599
4289,19053,19916,18743,20687
4290,19224,19481,19501,20617
4291,19669,19482,21105,20456
4292,21236,20376,23240,19658
4293,23350,20445,25025,18953
4294,25673,19551,26670,18710
4295,27471,19066,27276,17536
4296,28375,17382,26578,15591
4297,28643,14442,22926,12927
4298,27499,12259,19825,10773
4299,22890,10610,16562,9900
4300,19609,9416,14432,8550
4301,13859,2750,14496,4447
4302,15845,5863,16679,6119
4303,17138,7471,18014,7684
4304,18239,8680,19170,8923
4305,19433,9906,20751,10677
4306,20313,12008,21554,11836
4307,21170,13600,21296,12659
4308,19367,14872,21746,13624
4309,20424,15686,22331,15051
4310,20642,17381,21859,16841
4311,20322,18845,21486,17208
4312,20201,19366,21481,16922
4313,20162,18722,21339,16990
4314,20389,18587,21728,17553
4315,21110,19900,22779,18045
4316,23320,20027,25700,17064
4317,25373,19367,27463,16962
4318,27106,18696,28683,16513
4319,28290,18081,29438,15807
4320,29071,16982,29194,14796
4321,29483,15930,26726,14062
4322,28725,12892,22518,13951
4323,22188,11821,19245,11351
4324,4244,0,125,0
4325,9124,582,5124,0
4326,11321,2137,8261,1261
4327,13242,3629,10436,3156
4328,14586,5066,12123,4237
4329,16206,6884,13563,5760
4330,17969,8626,14651,7106
4331,18022,13137,15588,8992
4332,15841,15285,16209,12623
4333,13512,17300,14113,14944
4334,12882,17603,13220,16573
4335,12785,18346,12523,17314
4336,13217,19013,12337,18276
4337,14534,19188,12949,17862
4338,16536,18506,14506,18575
4339,18238,16995,16744,17343
4340,19074,13527,18216,16071
4341,18580,10191,19364,13085
4342,15697,8980,19126,9279
4343,12605,8001,15892,7875
4344,9618,6610,12319,6919
4345,6054,5545,8049,6104
4346,2320,4086,2542,4833
4347,5727,0,7595,465
4348,7990,17,9730,739
4349,10500,1860,11719,2618
4350,12077,3543,13284,4726
4351,13648,4610,14461,5967
4352,14855,6304,15681,7521
4353,16356,7887,16458,8836
4354,19107,9041,16534,9407
4355,19112,10244,16307,12045
4356,17720,11523,16002,13903
4357,17446,12632,15775,14917
4358,17298,12870,16061,15644
4359,17350,12414,16436,15468
4360,19144,12928,17828,15483
4361,20266,13583,19932,15652
4362,22041,13678,21250,15221
4363,23373,13275,22655,14784
4364,24132,12430,23263,13199
4365,23740,11549,23571,11418
4366,21291,10445,21523,9852
4367,14052,9409,14206,7830
4368,10968,7153,8045,5990
4369,6989,5655,2567,5135
4370,19084,6602,14757,3784
4371,21361,8778,17104,5474
4372,24113,10930,19247,7198
4373,26316,12677,21805,9409
4374,29561,14416,24577,12253
4375,30023,15287,25985,14022
4376,29442,16304,27808,15090
4377,26948,17017,28953,16325
4378,24315,17888,27677,17164
4379,23056,18348,24243,18332
4380,22497,18658,22874,18798
4381,22337,18680,22108,19039
4382,23166,18492,21648,18544
4383,25819,17763,22604,18092
4384,28583,17559,24784,17908
4385,31090,15990,27462,17841
4386,32574,15459,29658,17009
4387,34088,15150,31640,16160
4388,34689,14860,33233,15636
4389,34274,14248,34107,14924
4390,31137,13661,33591,14168
4391,26140,12989,30786,13498
4392,20561,12414,25601,13044
4393,2065,35,1622,0
4394,6738,257,5811,0
4395,8885,1530,8100,724
4396,10139,3608,9623,3289
4397,11074,4584,10914,4394
4398,11552,6350,11720,5700
4399,11954,8250,12256,7243
4400,10993,11714,12598,9580
4401,10890,14473,11398,12660
4402,11559,15664,11675,14070
4403,12222,16490,12470,15597
4404,13726,17906,13664,17040
4405,14345,18034,14889,17615
4406,14931,17686,15356,17691
4407,18217,18201,18266,17594
4408,19594,17884,19313,18345
4409,21086,17211,21225,17991
4410,22716,15617,22571,17482
4411,24150,13139,23987,15912
4412,24911,10207,25058,12469
4413,24947,8161,24938,9699
4414,22461,6858,23043,7750
4415,15223,5381,19233,6360
4416,3033,0,6468,114
4417,6812,0,8655,1445
4418,8501,596,10672,3816
4419,10832,3786,12163,4703
4420,12520,4486,13374,6280
4421,13971,6072,14306,7543
4422,15732,7180,15298,8625
4423,16695,8333,16380,9569
4424,16368,9209,17855,10423
4425,17881,9982,17650,10961
4426,18353,11432,17300,11726
4427,17713,11427,17207,11987
4428,17628,11705,17440,11303
4429,17922,11722,18420,11061
4430,18992,11880,20012,11972
4431,20478,11892,21314,11507
4432,21658,11502,22435,11029
4433,22033,10972,22646,10492
4434,20035,10561,22077,10326
4435,17698,10021,17890,9491
4436,15455,9449,15498,8776
4437,12944,8683,11747,7552
4438,10035,7304,8354,6294
4439,9178,0,9329,0
4440,11877,51,12235,2455
4441,13890,2983,14252,4676
4442,15656,5195,16157,5650
4443,17125,7721,17692,7143
4444,18299,9928,18747,10359
4445,18294,10757,20403,12193
4446,19883,11808,19460,14223
4447,19351,12507,19567,15428
4448,19852,12935,18704,16074
4449,21327,13273,18421,16551
4450,20074,13623,17990,17284
4451,21712,13636,18704,17495
4452,21935,13739,19833,16971
4453,24385,13738,21613,16613
4454,26481,13239,24037,16735
4455,28523,12952,25862,16204
4456,29199,12760,27357,15594
4457,30014,12398,28089,15159
4458,29639,11545,27202,13674
4459,27908,11338,23865,11201
4460,22811,10839,17588,9678
4461,12774,9482,12627,8350
4462,8341,2431,10191,4644
4463,10998,4400,12196,6709
4464,13136,6181,14490,5734
4465,14799,8175,16032,8808
4466,16465,9591,17895,9332
4467,17618,11812,19763,11162
4468,18784,13049,21116,12491
4469,19514,14374,21465,13598
4470,18651,14951,19426,14105
4471,18128,15782,18811,15855
4472,17677,15523,18222,15813
4473,17215,16347,17689,15764
4474,16972,16559,17782,16121
4475,17043,17224,17774,15829
4476,17205,17271,18643,16012
4477,18495,17168,19852,15815
4478,21305,16929,23478,15692
4479,23282,16892,25763,14829
4480,25106,16078,27055,13956
4481,26437,13631,26840,12725
4482,26601,10947,21318,10796
4483,21770,9918,18388,9332
4484,17408,8496,14754,8490
4485,17900,6713,15072,4454
4486,19984,8597,16657,6015
4487,21973,10820,18449,8231
4488,23199,11916,20357,10580
4489,25612,13130,22712,12465
4490,29683,14321,24574,14018
4491,29555,15502,27535,14814
4492,28502,16256,25288,15688
4493,25678,16689,24169,16263
4494,24803,17828,23606,17027
4495,24346,17713,23121,16899
4496,23962,14795,22722,16760
4497,24878,13113,23273,16580
4498,25187,18230,24287,16401
4499,27485,17665,26126,15708
4500,28906,17089,29344,15154
4501,31700,15825,31264,14969
4502,32860,15116,32159,14203
4503,31343,14681,31947,13652
4504,26973,14441,26074,13040
4505,23051,13942,23028,12667
4506,20259,13282,20344,11196
4507,18227,11293,17075,10145
4508,7889,28,0,0
4509,10461,0,7997,240
4510,12763,2399,10630,1801
4511,14436,4451,12857,3287
4512,16941,6108,14738,4796
4513,18724,9100,16390,6258
4514,23796,10972,17665,9264
4515,22710,12240,19041,11178
4516,21704,13416,21621,11614
4517,19845,14278,20240,12420
4518,19022,15433,19333,14568
4519,18807,15031,18553,15076
4520,18883,14900,18559,14622
4521,20084,14625,18881,15177
4522,22242,15045,20116,14787
4523,24108,14168,23445,14758
4524,25260,13779,23940,14025
4525,25229,13155,24958,13760
4526,25327,12510,25703,13403
4527,24658,11817,25816,12409
4528,18676,10605,22256,9835
4529,15490,8929,16253,8468
4530,11167,7528,13057,7935
4531,8952,0,6748,0
4532,10922,640,9712,0
4533,12845,2436,11655,2880
4534,14848,3985,13675,4617
4535,16368,5631,15639,5586
4536,18152,6726,17490,7526
4537,19863,8436,19205,8709
4538,18939,10907,21037,11544
4539,17696,14452,20667,14372
4540,17124,16098,18653,15239
4541,15991,17961,17589,16962
4542,15596,18745,16768,17283
4543,15626,19094,16471,17501
4544,16225,19357,16550,17743
4545,17978,19773,17185,17895
4546,20372,19740,19026,17770
4547,21745,18796,22049,17307
4548,22853,18199,23507,16414
4549,23069,17058,24422,15696
4550,21370,13695,24634,13723
4551,17364,11285,21968,11513
4552,12841,9832,17344,9888
4553,7698,8084,14086,9051
4554,0,0,8439,0
4555,8701,2309,11354,3813
4556,11506,5583,13214,5730
4557,13069,6985,14332,6561
4558,15024,7893,15958,7873
4559,16615,9575,16962,9160
4560,17494,11260,17626,10420
4561,18622,12521,18865,11389
4562,21124,13159,19298,12627
4563,20770,13535,18968,13626
4564,19091,14369,18238,14397
4565,18311,14798,17838,14852
4566,17917,15040,17769,15165
4567,18231,14624,18340,14627
4568,19029,14079,19509,14512
4569,21052,14257,22583,14799
4570,23583,13702,24362,14087
4571,25514,12944,25607,13404
4572,26675,12447,26351,12860
4573,26180,11694,25461,12068
4574,23313,10858,20169,10983
4575,18836,9133,17305,9508
4576,15180,7794,13132,7194
4577,5686,0,1051,0
4578,9356,529,8389,0
4579,11029,1560,11078,841
4580,12573,3601,12774,2897
4581,13952,4736,14389,4116
4582,15011,6266,15821,4785
4583,15665,7126,16983,6381
4584,14372,8631,18230,7893
4585,16978,10602,18444,9398
4586,16595,11791,18080,10923
4587,16540,12668,17939,11531
4588,16937,12766,17872,11579
4589,17241,12460,18736,10682
4590,18187,12547,19761,11354
4591,20055,12896,21553,11495
4592,23355,13226,23787,11718
4593,24426,12867,24773,11599
4594,24904,12213,23694,11513
4595,19676,10706,17513,11132
4596,15605,10506,15110,10782
4597,12366,9650,12249,9745
4598,7779,8287,7916,8658
4599,4756,7802,4415,7500
4600,9051,8,7921,0
4601,12011,183,10440,621
4602,13749,1960,12714,3378
4603,15870,3815,14821,4487
4604,18225,4853,16786,6184
4605,19919,6326,18572,7759
4606,22248,8033,20245,10620
4607,24057,9622,24550,11892
4608,22432,11182,23601,12807
4609,21781,12909,21813,13757
4610,23011,13852,20648,15579
4611,20134,14628,19441,15914
4612,20029,14529,19307,15618
4613,20562,14199,19931,15236
4614,22611,14589,21110,16084
4615,24420,15063,22802,16225
4616,25561,14696,24660,16278
4617,25653,14354,26399,15309
4618,24875,14175,27003,14811
4619,20900,13718,27803,14054
4620,17672,13037,26377,13190
4621,14779,10784,18913,12043
4622,11113,9589,16075,10910
4623,0,0,160,0
4624,6414,0,9439,536
4625,9957,1839,11585,2636
4626,11595,3316,13496,3988
4627,13943,4860,14996,5715
4628,15579,6208,16264,6576
4629,16840,7626,18059,8192
4630,19480,8691,20110,9468
4631,19588,9619,19957,10854
4632,19895,10940,19952,11963
4633,20066,11357,19667,12620
4634,19997,11901,19819,13045
4635,20413,11481,20142,12749
4636,20983,11449,21052,13140
4637,22102,11860,22492,13228
4638,23941,11867,24079,13394
4639,25529,11458,24938,12889
4640,26363,11181,25633,12206
4641,26791,10884,23751,11358
4642,25334,10064,19469,10771
4643,18664,9044,14913,9577
4644,14981,8400,10794,7607
4645,10641,7406,7398,6212
4646,6997,0,6594,0
4647,9949,0,9307,137
4648,13653,77,12302,1353
4649,15153,258,14019,3770
4650,16731,1844,15645,4895
4651,18468,2622,17131,6378
4652,22849,4549,19362,7807
4653,26231,5622,21893,8788
4654,25446,8733,20414,9740
4655,23986,9596,21062,10343
4656,22943,10513,18950,10911
4657,22404,11418,21008,10956
4658,22087,10956,20753,10606
4659,22366,11171,23089,11019
4660,23180,10931,22280,10732
4661,25992,10547,24948,10533
4662,26608,11059,23540,10281
4663,25976,11087,25137,9881
4664,22933,10691,23992,9646
4665,19103,10205,23019,9095
4666,17248,9983,16628,8914
4667,14800,9959,12513,8431
4668,12592,9553,8768,7685
4669,0,0,0,0
4670,2361,0,0,0
4671,7863,1081,527,0
4672,10516,2307,9518,1367
4673,11868,3859,11069,2530
4674,13423,5444,12861,3906
4675,14580,6016,13878,5149
4676,15934,8034,15069,6345
4677,16830,8985,15670,7913
4678,15855,10586,15272,9809
4679,16056,11235,15444,10882
4680,16863,12258,15754,12139
4681,17429,12345,15980,12513
4682,18059,12169,17096,12594
4683,19144,12340,18109,13049
4684,21982,12103,20299,12857
4685,23551,11771,22724,12572
4686,24479,11266,23746,12318
4687,24540,9999,23933,11749
4688,18720,9085,20680,10987
4689,15363,7666,15210,9162
4690,10891,6497,11222,7626
4691,5701,5465,5669,6425
4692,0,0,5029,0
4693,3004,0,8053,1232
4694,7848,732,10370,2915
4695,10321,2594,12342,4645
4696,12271,4723,13901,6444
4697,14553,6561,15187,7987
4698,16074,8784,15698,9247
4699,17467,10404,16979,10310
4700,18853,11609,15875,11285
4701,18251,12746,16759,11952
4702,18757,14004,16958,12058
4703,17510,14608,16653,12081
4704,17177,14513,17560,11578
4705,16850,13401,17945,12235
4706,17321,14800,19992,11917
4707,18667,15008,22703,11959
4708,20860,14582,24548,11531
4709,21993,14024,25137,10772
4710,24297,13231,25294,10240
4711,24489,12180,23243,9416
4712,19299,10036,18356,8125
4713,16263,8406,12504,6990
4714,13822,7313,8715,5706
4715,6551,0,0,0
4716,8845,0,7589,2
4717,11454,499,9935,1897
4718,13108,2505,12061,4413
4719,14371,4696,13827,5454
4720,15951,6022,15418,6755
4721,17034,7407,17229,8448
4722,18189,8726,18594,12394
4723,18785,10659,18969,14329
4724,17490,13159,16881,16081
4725,16738,14857,15560,18084
4726,16343,16139,14801,18931
4727,16060,16676,14467,19168
4728,16636,16321,14476,19417
4729,17658,17848,15418,18673
4730,21118,18447,17387,18623
4731,22494,17495,20135,17782
4732,23943,17045,21862,16617
4733,24578,16706,22803,13804
4734,23916,15945,22098,9254
4735,19777,14455,17753,8611
4736,15602,10956,14726,7854
4737,12673,9378,10585,6680
4738,1757,0,6353,61
4739,3659,62,9333,1456
4740,7208,430,11633,3868
4741,10292,2015,13497,4491
4742,12817,3787,15810,5552
4743,14896,4716,18000,7016
4744,16843,6069,19205,9684
4745,18714,7288,20187,10362
4746,19206,8158,21112,11980
4747,19419,11110,18138,13090
4748,17597,12053,17732,14420
4749,17669,13366,17723,14618
4750,17558,13468,18053,14053
4751,17063,13384,18978,14126
4752,18045,13302,21844,13818
4753,21047,13713,24696,12631
4754,23757,13992,25817,12669
4755,25874,12897,26779,11960
4756,26670,12526,25984,11012
4757,26663,11633,23435,9669
4758,23494,10803,17575,8147
4759,16775,9261,13830,7178
4760,12093,7328,8309,6288
4761,6990,0,8259,603
4762,9153,868,9139,2524
4763,12149,2550,11618,5130
4764,14235,6378,13304,7521
4765,16282,8597,14795,10313
4766,18458,10738,16750,12378
4767,20360,12930,18224,13859
4768,22894,14745,19578,15436
4769,23955,15891,20294,16207
4770,22287,16926,19337,16445
4771,20726,17473,18735,17806
4772,19831,17441,19040,19240
4773,18923,18891,18583,20093
4774,18753,20108,17963,20030
4775,19078,19794,19073,20339
4776,21731,20565,21922,19771
4777,23575,20406,23218,19389
4778,24819,19589,24560,19315
4779,26417,18911,25664,18225
4780,27617,17852,26401,16500
4781,27340,16484,26645,14968
4782,24135,14199,25808,11509
4783,21803,10739,21043,9910
4784,7806,0,1877,0
4785,10667,667,9295,204
4786,12795,2678,11726,1784
4787,14525,3887,14774,2904
4788,16061,5130,16731,3935
4789,17447,6162,18276,4911
4790,18841,8014,19339,6950
4791,20123,9271,20248,8799
4792,19750,10898,23850,10807
4793,19678,12382,21631,12243
4794,19538,14069,19740,13909
4795,19018,14776,19165,14818
