,areas,phi,rho,seg,name
4,16,91.21046,0.13943623,3,9001897_08_008
5,31,94.84113,0.2176764,3,9001897_08_008
6,27,95.12156,0.20574309,3,9001897_08_008
7,698,119.28617,0.10541608,3,9001897_08_008
8,13,97.19269,0.23694834,3,9001897_08_008
9,10,100.32641,0.18649055,3,9001897_08_008
10,11,101.91987,0.15955025,3,9001897_08_008
11,20,160.6721,0.04974627,3,9001897_08_008
12,30,108.7387,0.20878457,3,9001897_08_008
13,14,107.03902,0.22462024,3,9001897_08_008
0,10,128.56602,0.11871963,1,9001897_08_009
1,10,134.13971,0.12402611,1,9001897_08_009
2,29,138.30013,0.12528817,1,9001897_08_009
0,18,74.034355,0.14383201,3,9001897_08_009
1,43,79.85059,0.1712553,3,9001897_08_009
2,10,84.78437,0.16116443,3,9001897_08_009
3,10,106.3313,0.07475226,3,9001897_08_009
4,24,106.177414,0.10515853,3,9001897_08_009
5,16,104.59492,0.122667186,3,9001897_08_009
6,11,115.749084,0.06439466,3,9001897_08_009
0,10,135.68645,0.117506735,1,9001897_08_010
0,13,223.98286,0.02097894,3,9001897_08_010
1,40,219.16014,0.0645358,3,9001897_08_010
2,39,194.79588,0.06816404,3,9001897_08_010
3,18,141.15913,0.08942085,3,9001897_08_010
4,10,172.74062,0.07765345,3,9001897_08_010
0,53,135.26628,0.116590045,1,9001897_08_011
0,77,214.5885,0.03843962,3,9001897_08_011
1,12,236.15395,0.04134096,3,9001897_08_011
2,18,192.6028,0.06436402,3,9001897_08_011
0,14,114.85675,0.08209204,1,9001897_08_012
1,63,134.94803,0.11536767,1,9001897_08_012
0,11,89.70007,0.19399063,3,9001897_08_012
1,34,185.18903,0.034102075,3,9001897_08_012
2,10,109.66934,0.12670153,3,9001897_08_012
3,11,128.31792,0.102426715,3,9001897_08_012
4,12,188.64076,0.074281104,3,9001897_08_012
0,11,82.49671,0.07566163,1,9001897_08_013
0,12,119.71179,0.11049124,1,9001897_08_014
1,10,124.68774,0.11414289,1,9001897_08_014
0,15,288.93967,0.1603782,3,9001897_08_014
1,21,94.791626,0.058829162,3,9001897_08_014
2,15,121.26363,0.07052718,3,9001897_08_014
3,15,132.25996,0.06744888,3,9001897_08_014
4,35,249.07994,0.1928722,3,9001897_08_014
5,21,129.96709,0.10042245,3,9001897_08_014
6,12,139.41771,0.09454163,3,9001897_08_014
7,13,123.80202,0.13107106,3,9001897_08_014
0,12,61.15962,0.04036118,3,9001897_08_015
1,139,94.01701,0.05026347,3,9001897_08_015
2,492,140.21019,0.06906056,3,9001897_08_015
3,56,254.92337,0.15282057,3,9001897_08_015
4,17,257.701,0.1861458,3,9001897_08_015
5,12,186.72508,0.0496444,3,9001897_08_015
6,44,247.54532,0.16713259,3,9001897_08_015
7,10,245.96446,0.18569069,3,9001897_08_015
0,96,163.4832,0.04733606,3,9001897_08_016
1,20,257.40363,0.18206474,3,9001897_08_016
2,172,130.0789,0.09058605,3,9001897_08_016
3,17,116.26036,0.121084586,3,9001897_08_016
4,17,158.29689,0.069252536,3,9001897_08_016
5,14,249.76631,0.1993256,3,9001897_08_016
6,27,123.00103,0.13231127,3,9001897_08_016
0,10,258.9521,0.12156797,3,9001897_08_017
1,13,106.32923,0.10099459,3,9001897_08_017
2,14,101.98372,0.15750156,3,9001897_08_017
3,57,202.23837,0.046695918,3,9001897_08_017
4,27,225.94205,0.061387084,3,9001897_08_017
5,17,245.67073,0.091720425,3,9001897_08_017
6,25,121.08327,0.08452416,3,9001897_08_017
7,44,129.95221,0.06783611,3,9001897_08_017
8,25,160.71146,0.044398136,3,9001897_08_017
9,23,108.79596,0.14070527,3,9001897_08_017
10,14,113.0058,0.12447173,3,9001897_08_017
11,81,238.00859,0.12501007,3,9001897_08_017
12,11,249.07852,0.14688265,3,9001897_08_017
13,10,218.56331,0.07570996,3,9001897_08_017
14,10,121.68878,0.11998721,3,9001897_08_017
15,12,122.21505,0.14046182,3,9001897_08_017
0,34,193.56354,0.05267281,3,9001897_08_018
1,29,162.98592,0.066182785,3,9001897_08_018
0,17,103.71215,0.16061258,3,9001897_08_019
1,72,172.49997,0.063740775,3,9001897_08_019
2,11,112.23811,0.14986235,3,9001897_08_019
0,13,117.71102,0.10889347,3,9001897_08_020
0,15,149.92285,0.079229705,3,9001897_08_021
1,13,158.96944,0.07317814,3,9001897_08_021
2,26,139.27391,0.097036466,3,9001897_08_021
0,14,184.80217,0.0737623,3,9001897_08_022
0,237,15.867111,0.056228284,3,9002116_00_000
0,212,164.13037,0.08292308,1,9002116_00_002
0,15,362.21823,0.062611304,3,9002116_00_002
1,12,360.73,0.050890945,3,9002116_00_002
0,696,162.62387,0.09993424,1,9002116_00_003
1,34,148.58983,0.07863102,1,9002116_00_003
0,32,35.34651,0.078722194,3,9002116_00_003
0,188,133.80089,0.06620919,1,9002116_00_004
1,1329,156.98059,0.100100815,1,9002116_00_004
2,16,126.30995,0.123459004,1,9002116_00_004
0,12,295.62204,0.14986569,3,9002116_00_004
0,2386,152.51602,0.096409574,1,9002116_00_005
0,2258,149.27106,0.10293764,1,9002116_00_006
0,10,307.02267,0.12311861,3,9002116_00_006
1,31,291.19266,0.1289332,3,9002116_00_006
0,61,241.31137,0.12642048,1,9002116_00_007
1,481,147.69518,0.11873688,1,9002116_00_007
0,14,310.34955,0.10471905,3,9002116_00_007
0,112,310.93588,0.10380864,3,9002116_00_008
0,26,52.235874,0.1288268,3,9002116_00_009
1,16,312.3488,0.11046529,3,9002116_00_009
0,171,17.86777,0.051504437,3,9002116_01_000
0,287,355.6296,0.04272742,3,9002116_01_002
0,208,14.4712715,0.029992323,3,9002116_01_003
0,112,140.14719,0.1344954,1,9002116_01_004
0,15,293.08505,0.15004578,3,9002116_01_004
1,43,43.321907,0.043821823,3,9002116_01_004
2,15,24.563719,0.025271613,3,9002116_01_004
0,101,296.3888,0.16254646,3,9002116_01_005
0,100,296.78232,0.16894948,3,9002116_01_006
1,100,60.83521,0.13606942,3,9002116_01_006
2,26,288.0484,0.13058133,3,9002116_01_006
0,28,240.2492,0.13019758,1,9002116_01_007
0,79,61.473152,0.13238965,3,9002116_01_007
1,11,295.48557,0.17204577,3,9002116_01_007
2,116,303.162,0.103569955,3,9002116_01_007
0,19,307.5117,0.16892937,3,9002116_01_008
1,98,298.78067,0.15937333,3,9002116_01_008
2,251,304.36694,0.10305287,3,9002116_01_008
0,27,307.58658,0.16472334,3,9002116_01_009
1,350,304.88586,0.11353952,3,9002116_01_009
2,24,300.92923,0.158731,3,9002116_01_009
0,11,158.20323,0.12264287,1,9002116_01_013
0,18,163.78085,0.13781382,1,9002116_03_000
1,28,211.60693,0.16575165,1,9002116_03_000
0,11,29.259705,0.08806527,3,9002116_03_000
1,1019,14.787607,0.05188309,3,9002116_03_000
0,67,228.57664,0.16249341,1,9002116_03_001
0,822,7.300941,0.051004086,3,9002116_03_001
0,624,6.277957,0.050221037,3,9002116_03_002
1,60,282.38568,0.11293535,3,9002116_03_002
0,23,1.792954,0.07256044,3,9002116_03_003
1,16,26.651997,0.07301569,3,9002116_03_003
2,77,348.66736,0.055997554,3,9002116_03_003
3,33,294.56506,0.14560725,3,9002116_03_003
0,29,292.8826,0.14339437,3,9002116_03_004
0,58,295.88315,0.14939569,3,9002116_03_005
0,113,292.12842,0.1450051,3,9002116_03_006
1,100,300.6467,0.13028562,3,9002116_03_006
2,10,301.2525,0.111259006,3,9002116_03_006
0,28,241.2396,0.12782954,1,9002116_03_007
0,100,55.661915,0.12921755,3,9002116_03_007
1,381,298.90112,0.12449643,3,9002116_03_007
2,10,294.22275,0.11129298,3,9002116_03_007
0,11,307.07153,0.1772664,3,9002116_03_008
1,180,302.03503,0.16109335,3,9002116_03_008
2,19,310.37457,0.13212317,3,9002116_03_008
3,21,57.013023,0.13297834,3,9002116_03_008
4,109,308.79294,0.10904191,3,9002116_03_008
0,92,300.97113,0.16658181,3,9002116_03_009
1,34,305.85916,0.11134606,3,9002116_03_009
0,22,54.298748,0.09731325,1,9002116_03_010
0,13,254.739,0.097648874,1,9002817_08_001
0,80,113.056404,0.035860837,1,9002817_08_002
0,13,321.1196,0.117557466,3,9002817_08_002
0,56,258.19788,0.13825898,1,9002817_08_003
0,13,298.39236,0.17853706,3,9002817_08_007
1,149,188.8125,0.14799209,3,9002817_08_007
0,10,125.11893,0.1323672,1,9002817_08_008
1,46,231.32611,0.12945221,1,9002817_08_008
2,12,235.6906,0.14470476,1,9002817_08_008
3,10,233.31874,0.15151115,1,9002817_08_008
4,13,207.04134,0.15002283,1,9002817_08_008
0,37,313.0364,0.14288765,3,9002817_08_008
1,14,290.24957,0.17360115,3,9002817_08_008
2,10,171.39015,0.13438956,3,9002817_08_008
3,135,185.10269,0.143382,3,9002817_08_008
0,431,258.8994,0.101811334,1,9002817_08_009
1,10,119.24992,0.1365041,1,9002817_08_009
2,63,239.57106,0.13685264,1,9002817_08_009
3,14,209.5983,0.1131471,1,9002817_08_009
4,13,209.33928,0.13114317,1,9002817_08_009
0,67,313.21536,0.13773842,3,9002817_08_009
1,10,308.2799,0.07452162,3,9002817_08_009
2,823,203.11989,0.124970704,3,9002817_08_009
3,33,211.9145,0.14496686,3,9002817_08_009
4,13,166.70267,0.13593456,3,9002817_08_009
5,27,162.11229,0.1496478,3,9002817_08_009
0,100,356.81866,0.16346395,1,9002817_08_010
1,258,252.23534,0.074062504,1,9002817_08_010
0,127,315.22696,0.12635317,3,9002817_08_010
1,99,308.58243,0.05593378,3,9002817_08_010
2,11,298.32468,0.06512322,3,9002817_08_010
3,10,285.27295,0.06111831,3,9002817_08_010
4,330,204.83366,0.13690835,3,9002817_08_010
5,18,215.18127,0.14343388,3,9002817_08_010
6,11,164.32185,0.14832701,3,9002817_08_010
0,26,264.56192,0.066589266,1,9002817_08_011
1,276,161.92053,0.08715219,1,9002817_08_011
2,32,156.06714,0.102992654,1,9002817_08_011
3,101,154.81688,0.12807463,1,9002817_08_011
0,14,301.21024,0.17769861,3,9002817_08_011
1,12,312.066,0.1126258,3,9002817_08_011
0,34,267.6442,0.06680615,1,9002817_08_012
1,277,158.72803,0.09505646,1,9002817_08_012
2,22,157.1024,0.11411788,1,9002817_08_012
0,376,213.73975,0.12760593,3,9002817_08_012
1,32,204.18758,0.09169034,3,9002817_08_012
2,13,195.1892,0.11883994,3,9002817_08_012
3,18,179.41013,0.14152394,3,9002817_08_012
4,76,158.5026,0.15799513,3,9002817_08_012
5,13,169.8364,0.14485534,3,9002817_08_012
6,30,173.63547,0.15260367,3,9002817_08_012
7,15,183.4763,0.15197597,3,9002817_08_012
0,116,351.44583,0.15425144,1,9002817_08_013
1,31,344.27036,0.1046141,1,9002817_08_013
2,324,155.03787,0.10329689,1,9002817_08_013
3,16,154.58665,0.12061831,1,9002817_08_013
0,213,208.9013,0.12752837,3,9002817_08_013
0,18,212.10248,0.114648424,3,9002817_08_014
1,22,207.8206,0.121861614,3,9002817_08_014
0,12,89.84899,0.10717517,1,9002817_08_015
1,477,163.57895,0.09978694,1,9002817_08_015
0,105,203.42357,0.13195735,3,9002817_08_015
0,898,159.87437,0.099211335,1,9002817_08_016
0,12,338.85928,0.12468137,3,9002817_08_016
1,15,335.06906,0.11268862,3,9002817_08_016
2,661,201.35043,0.13243994,3,9002817_08_016
3,29,129.32657,0.15189978,3,9002817_08_016
4,22,216.89148,0.11878805,3,9002817_08_016
5,17,216.94632,0.14041789,3,9002817_08_016
0,17,87.389,0.11268312,1,9002817_08_017
1,38,122.940865,0.12059106,1,9002817_08_017
2,1314,152.03894,0.10526189,1,9002817_08_017
3,33,175.70961,0.089135855,1,9002817_08_017
0,40,147.25812,0.1038176,3,9002817_08_017
1,205,166.54509,0.11135486,3,9002817_08_017
2,14,204.65631,0.09263469,3,9002817_08_017
3,14,127.76574,0.14646298,3,9002817_08_017
4,11,205.11078,0.10207321,3,9002817_08_017
5,598,202.10417,0.13552307,3,9002817_08_017
0,51,339.89276,0.1278063,1,9002817_08_018
1,40,109.260666,0.12565625,1,9002817_08_018
2,816,146.8442,0.108908184,1,9002817_08_018
3,11,166.0242,0.100178994,1,9002817_08_018
0,13,122.28488,0.14552046,3,9002817_08_018
1,18,205.30847,0.14002113,3,9002817_08_018
0,14,107.051056,0.12808976,1,9002817_08_019
1,22,138.77756,0.09705181,1,9002817_08_019
2,144,146.58823,0.1107164,1,9002817_08_019
0,42,165.2884,0.10614157,3,9002817_08_019
0,85,299.26126,0.18331668,3,9002817_08_021
0,233,179.28818,0.12633207,1,9002817_08_022
0,28,216.80132,0.113339946,1,9003380_05_009
0,27,224.80692,0.16053474,1,9003380_05_016
0,67,253.41577,0.14627972,1,9003380_08_001
0,30,305.4648,0.14712101,3,9003380_08_004
0,246,250.57567,0.14593875,1,9003380_08_006
0,41,221.37923,0.13028336,1,9003380_08_007
1,10,222.36095,0.12118955,1,9003380_08_007
2,27,217.647,0.12421408,1,9003380_08_007
3,11,208.06326,0.14728442,1,9003380_08_007
0,15,300.49857,0.14786693,3,9003380_08_007
1,14,314.0199,0.104874946,3,9003380_08_007
0,62,197.30003,0.12733242,1,9003380_08_008
0,15,299.80756,0.14869328,3,9003380_08_008
0,88,322.16364,0.12689309,3,9003380_08_009
0,22,117.5549,0.11084267,1,9003380_08_015
0,10,102.93329,0.11009886,1,9003380_08_016
0,16,118.66055,0.12016423,1,9003380_08_017
0,10,119.45866,0.12416365,1,9003380_08_018
0,16,301.16928,0.16828944,3,9003380_08_021
1,15,41.101204,0.06706937,3,9003380_08_021
2,16,49.43046,0.06873113,3,9003380_08_021
3,11,65.27725,0.07356515,3,9003380_08_021
4,21,77.426155,0.07107358,3,9003380_08_021
5,21,193.64322,0.0779467,3,9003380_08_021
6,25,172.35896,0.08830701,3,9003380_08_021
7,18,161.49298,0.10220988,3,9003380_08_021
0,72,296.057,0.1472061,3,9003380_08_022
0,49,241.66182,0.10665965,1,9003815_01_000
0,169,172.60004,0.032927036,1,9004315_00_001
0,18,124.98788,0.11136689,1,9004315_00_018
0,21,129.48325,0.11222195,1,9004315_00_019
0,16,218.27722,0.03493196,1,9005132_03_000
1,33,193.50108,0.15427604,1,9005132_03_000
2,34,190.21213,0.18136372,1,9005132_03_000
0,29,180.00204,0.15005863,1,9005132_03_001
0,70,294.34518,0.092012644,3,9005132_03_001
1,54,299.85568,0.035135992,3,9005132_03_001
2,20,22.265686,0.009579879,3,9005132_03_001
3,17,248.05173,0.015128802,3,9005132_03_001
0,64,199.94164,0.18409367,1,9005132_03_002
1,87,189.76675,0.17572159,1,9005132_03_002
2,14,189.32237,0.18401185,1,9005132_03_002
3,15,181.58243,0.18361348,1,9005132_03_002
0,15,303.6536,0.08901912,3,9005132_03_002
1,51,13.583397,0.039844453,3,9005132_03_002
2,27,305.70688,0.032693435,3,9005132_03_002
3,257,63.140224,0.033652402,3,9005132_03_002
0,38,190.37387,0.14982864,1,9005132_03_003
1,56,210.53961,0.18438905,1,9005132_03_003
2,17,188.6797,0.16281739,1,9005132_03_003
3,207,189.62885,0.17697789,1,9005132_03_003
4,11,179.0509,0.17119354,1,9005132_03_003
0,21,288.46088,0.16246726,3,9005132_03_003
1,106,302.6678,0.09083266,3,9005132_03_003
2,253,45.27831,0.063737124,3,9005132_03_003
3,13,279.6034,0.14786807,3,9005132_03_003
4,16,274.23914,0.13142942,3,9005132_03_003
5,23,276.61707,0.03815076,3,9005132_03_003
6,10,78.95026,0.071896136,3,9005132_03_003
7,10,76.76412,0.049561277,3,9005132_03_003
0,14,239.62831,0.17121238,1,9005132_03_004
1,14,211.29344,0.16108677,1,9005132_03_004
2,294,210.9749,0.17969027,1,9005132_03_004
3,68,187.27081,0.17428254,1,9005132_03_004
0,82,277.16577,0.15621138,3,9005132_03_004
1,35,55.505375,0.07789968,3,9005132_03_004
2,78,78.26911,0.086218074,3,9005132_03_004
0,81,240.62764,0.16484264,1,9005132_03_005
1,27,142.05495,0.13247015,1,9005132_03_005
2,287,209.9179,0.1774062,1,9005132_03_005
3,30,190.57126,0.17255457,1,9005132_03_005
0,16,289.14862,0.17225082,3,9005132_03_005
1,19,275.8171,0.15680182,3,9005132_03_005
2,252,77.1741,0.10187984,3,9005132_03_005
0,12,252.28981,0.07418106,1,9005132_03_006
1,31,241.96176,0.07569449,1,9005132_03_006
2,10,241.65634,0.15536782,1,9005132_03_006
3,32,215.69669,0.17325012,1,9005132_03_006
4,188,205.53023,0.17757712,1,9005132_03_006
5,124,187.25374,0.17072402,1,9005132_03_006
6,10,174.1083,0.16595657,1,9005132_03_006
0,31,36.360966,0.06253013,3,9005132_03_006
1,46,274.49808,0.16080496,3,9005132_03_006
2,218,74.27663,0.106961794,3,9005132_03_006
0,36,203.45424,0.17525658,1,9005132_03_007
1,43,173.01314,0.16217385,1,9005132_03_007
2,17,184.98033,0.16982602,1,9005132_03_007
3,16,191.16048,0.17335217,1,9005132_03_007
0,192,73.35835,0.12764163,3,9005132_03_007
1,28,274.38455,0.16495994,3,9005132_03_007
0,387,233.02737,0.097771704,1,9005132_03_008
1,43,243.84077,0.11560758,1,9005132_03_008
2,17,114.67182,0.104668535,1,9005132_03_008
3,10,221.76678,0.111961074,1,9005132_03_008
4,17,222.24222,0.14740568,1,9005132_03_008
0,209,69.20338,0.11235016,3,9005132_03_008
1,34,266.3688,0.16587684,3,9005132_03_008
0,97,341.5581,0.09576374,1,9005132_03_009
1,47,110.03714,0.099775776,1,9005132_03_009
2,20,232.9575,0.13318652,1,9005132_03_009
3,35,225.34558,0.14325538,1,9005132_03_009
0,43,109.22356,0.09919183,1,9005132_03_010
1,11,206.71133,0.08099444,1,9005132_03_010
2,47,204.71834,0.09527115,1,9005132_03_010
0,26,286.81952,0.19026943,3,9005132_03_010
1,66,285.90775,0.15285915,3,9005132_03_010
2,80,321.22153,0.04062769,3,9005132_03_010
3,543,197.47179,0.028409226,3,9005132_03_010
4,30,180.84373,0.08222591,3,9005132_03_010
5,63,175.74829,0.100951925,3,9005132_03_010
0,14,106.94746,0.10021025,1,9005132_03_011
1,40,205.94168,0.087510146,1,9005132_03_011
0,66,335.2641,0.08096207,3,9005132_03_011
1,111,300.1997,0.10178003,3,9005132_03_011
2,70,200.7353,0.046375144,3,9005132_03_011
0,17,103.52528,0.10120547,1,9005132_03_012
1,54,206.41626,0.08688305,1,9005132_03_012
0,163,201.91312,0.09577747,3,9005132_03_013
0,11,197.45909,0.116972886,1,9005132_03_014
0,19,242.26701,0.08386303,3,9005132_03_014
0,118,283.24753,0.115995094,3,9005132_03_015
0,394,286.06824,0.11808192,3,9005132_03_017
0,65,189.60219,0.08544041,1,9005942_00_000
0,47,305.73782,0.12348365,3,9006140_00_014
1,335,283.64642,0.11030671,3,9006140_00_014
0,25,201.6581,0.16317159,1,9009067_06_008
1,24,197.76364,0.17349415,1,9009067_06_008
0,18,232.0718,0.113341175,1,9009067_06_009
0,15,307.30496,0.15369654,3,9009067_06_011
0,281,209.17561,0.1106577,3,9009927_01_012
0,10,318.6442,0.14561825,3,9009927_01_013
0,16,325.56366,0.15629585,3,9009927_01_014
1,177,303.8729,0.12777095,3,9009927_01_014
0,19,317.58426,0.0845222,3,9010370_01_014
0,101,325.87537,0.08215456,3,9010370_06_003
0,25,303.62897,0.16697189,3,9010370_06_012
0,21,349.1073,0.094281085,1,9010370_06_013
0,26,345.00513,0.086868145,1,9010370_06_014
1,40,196.42543,0.13194902,1,9010370_06_014
0,100,197.98761,0.12228185,3,9010370_06_014
0,17,347.52356,0.12991062,1,9010370_06_016
0,26,141.0816,0.13129513,1,9010370_06_022
0,168,228.4061,0.13364768,1,9011661_01_000
0,80,238.55536,0.12448647,1,9011661_01_001
0,90,153.05318,0.1525366,1,9011661_01_007
0,28,157.08348,0.15106086,1,9011661_01_008
0,76,165.70824,0.1314502,1,9011661_01_013
0,441,220.01176,0.15728103,1,9013634_10_000
1,12,230.15479,0.16799927,1,9013634_10_000
2,11,227.75485,0.16880584,1,9013634_10_000
0,10,331.39847,0.06557387,3,9013634_10_001
1,58,313.82666,0.08101958,3,9013634_10_001
0,10,241.35643,0.14351338,1,9013634_10_008
1,33,225.51907,0.16030912,1,9013634_10_008
0,51,299.0988,0.18113686,3,9013634_10_009
0,17,351.23535,0.110089965,3,9013941_06_000
0,30,201.9697,0.054535143,1,9013941_06_011
0,18,58.331924,0.098991156,1,9013941_06_013
0,10,318.573,0.16389677,3,9013941_06_014
0,15,228.29214,0.17352453,1,9014209_03_001
1,46,223.5257,0.19762538,1,9014209_03_001
0,19,181.06956,0.16173103,1,9014209_03_002
0,18,323.35117,0.09348322,3,9014209_03_002
1,107,319.94815,0.07800377,3,9014209_03_002
0,18,162.74043,0.121295385,1,9014209_03_003
0,746,324.49268,0.06291883,3,9014209_03_003
0,1267,310.3754,0.060410112,3,9014209_03_004
1,26,69.34379,0.07009445,3,9014209_03_004
0,1351,301.8978,0.06721659,3,9014209_03_005
1,36,273.9403,0.13688599,3,9014209_03_005
2,12,87.48898,0.09104716,3,9014209_03_005
3,41,258.90073,0.12271336,3,9014209_03_005
0,995,304.7524,0.072514765,3,9014209_03_006
1,42,38.65323,0.04505722,3,9014209_03_006
2,18,85.20796,0.042390127,3,9014209_03_006
0,339,306.3137,0.07929359,3,9014209_03_007
1,10,286.5018,0.057517663,3,9014209_03_007
2,58,260.5323,0.1450136,3,9014209_03_007
0,16,130.07567,0.12013121,1,9014209_03_008
0,10,301.37067,0.10912005,3,9014209_03_008
1,72,298.6724,0.09515694,3,9014209_03_008
2,49,10.364689,0.048490576,3,9014209_03_008
3,11,286.287,0.13637462,3,9014209_03_008
4,19,315.99194,0.05027825,3,9014209_03_008
5,52,258.5683,0.14073017,3,9014209_03_008
0,11,208.04515,0.17889625,1,9014209_03_009
0,139,9.076378,0.051104426,3,9014209_03_009
1,68,294.4241,0.10170744,3,9014209_03_009
2,31,325.1901,0.049282435,3,9014209_03_009
3,45,268.9075,0.15300955,3,9014209_03_009
4,23,50.44156,0.012411174,3,9014209_03_009
0,88,13.4437065,0.05147077,3,9014209_03_010
1,155,331.83743,0.058021635,3,9014209_03_010
2,30,305.50446,0.08508892,3,9014209_03_010
3,12,294.39014,0.09982535,3,9014209_03_010
4,40,31.933859,0.016830245,3,9014209_03_010
5,12,266.00345,0.15101437,3,9014209_03_010
0,223,3.4202847,0.04909025,3,9014209_03_011
1,11,308.92358,0.074415274,3,9014209_03_011
2,21,17.775593,0.018152628,3,9014209_03_011
0,63,350.32553,0.08226371,3,9014209_03_012
1,12,318.81122,0.09287043,3,9014209_03_012
2,97,291.38672,0.07561136,3,9014209_03_012
3,11,271.68906,0.11712247,3,9014209_03_012
4,228,242.45581,0.088828236,3,9014209_03_012
5,216,215.67111,0.12063656,3,9014209_03_012
0,103,350.58197,0.09188901,3,9014209_03_013
1,43,347.50775,0.04928998,3,9014209_03_013
2,24,283.993,0.16901511,3,9014209_03_013
3,110,238.34639,0.102446005,3,9014209_03_013
0,10,227.0478,0.15443107,1,9014209_03_021
1,12,230.68027,0.17086494,1,9014209_03_021
2,24,227.18562,0.1651705,1,9014209_03_021
3,10,184.9907,0.13372032,1,9014209_03_021
0,10,160.0836,0.030349903,1,9014209_03_022
1,37,206.2093,0.038120292,1,9014209_03_022
2,13,167.86694,0.040030893,1,9014209_03_022
3,40,185.2036,0.11878849,1,9014209_03_022
4,25,194.5984,0.14747626,1,9014209_03_022
0,451,169.63365,0.1481553,1,9014797_03_000
0,533,60.785896,0.008660428,3,9014797_03_000
1,44,64.88621,0.041996993,3,9014797_03_000
0,537,170.40096,0.1490985,1,9014797_03_001
1,51,160.13257,0.15528223,1,9014797_03_001
0,23,18.66312,0.03178613,3,9014797_03_001
1,28,72.71731,0.052500125,3,9014797_03_001
2,68,263.0628,0.012807157,3,9014797_03_001
0,17,291.72992,0.01722153,1,9014797_03_002
1,146,228.40228,0.031431995,1,9014797_03_002
2,677,168.90741,0.15156417,1,9014797_03_002
3,35,149.38821,0.16546899,1,9014797_03_002
4,11,152.71063,0.15869148,1,9014797_03_002
5,16,156.41594,0.16408189,1,9014797_03_002
0,160,292.07825,0.09701797,3,9014797_03_002
1,333,49.688606,0.042043198,3,9014797_03_002
2,97,296.6303,0.048404995,3,9014797_03_002
3,45,77.11806,0.10384127,3,9014797_03_002
0,11,338.49976,0.01602286,1,9014797_03_003
